#x (Altitude offset)  y (Azimuth offset)  velocity (not needed) z (temperatur K)
-16	0	2203	306.9
-14	0	2171.2	306.2
-12	0	2206.8	309.2
-10	0	2186.9	316.9
-8	0	2216.4	327.9
-6	0	2192.4	320.0
-4	0	2242.9	346.1
-2	0	2181.6	489.4
0	0	2209.4	660.9
2	0	2207.8	655.1
4	0	2198.2	486.3
6	0	2217.6	352.6
8	0	2199.9	313.5
10	0	2200.8	324.1
12	0	2187	317.0
14	0	2200.4	304.4
16	0	2217.5	302.2
