2450.496053	1408.821853	0.100893524
2448.434909	1408.831547	153.891568
2446.373765	1408.841241	253.4921621
2444.312621	1408.850936	255.760057
2442.251477	1408.860630	261.0097852
2440.190333	1408.870324	269.8376635
2438.129189	1408.880018	276.546299
2436.068045	1408.889712	289.7063399
2434.006901	1408.899406	301.955306
2431.945757	1408.909100	315.9205979
2429.884613	1408.918794	329.2623023
2427.823469	1408.928488	346.3921084
2425.762325	1408.938182	360.7448615
2423.701181	1408.947876	374.8381441
2421.640037	1408.957570	390.7848395
2419.578894	1408.967265	408.1002802
2417.51775	1408.976959	424.4387395
2415.456606	1408.986653	443.7680919
2413.395462	1408.996347	455.5012152
2411.334318	1409.006041	471.6173168
2409.273174	1409.015735	481.6907692
2407.21203	1409.025429	494.0230997
2405.150886	1409.035123	509.5035233
2403.089742	1409.044817	523.0340518
2401.028598	1409.054511	530.3877419
2398.967454	1409.064205	542.4243214
2396.90631	1409.073899	553.2669589
2394.845166	1409.083594	557.8744096
2392.784022	1409.093288	557.4587191
2390.722878	1409.102982	576.0306182
2388.661734	1409.112676	577.4199122
2386.60059	1409.122370	587.4284413
2384.539446	1409.132064	589.9706465
2382.478302	1409.141758	586.7912136
2380.417158	1409.151452	593.636703
2378.356015	1409.161146	600.7062641
2376.294871	1409.170840	602.095591
2374.233727	1409.180534	602.3399261
2372.172583	1409.190228	605.9396882
2370.111439	1409.199923	611.5559976
2368.050295	1409.209617	610.4734134
2365.989151	1409.219311	617.7558629
2363.928007	1409.229005	619.339238
2361.866863	1409.238699	622.9173981
2359.805719	1409.248393	620.4226521
2357.744575	1409.258087	617.025047
2355.683431	1409.267781	615.7705135
2353.622287	1409.277475	628.4306191
2351.561143	1409.287169	629.0242006
2349.499999	1409.296863	628.1253239
2347.438855	1409.306557	629.4334073
2345.377711	1409.316252	629.888024
2343.316567	1409.325946	631.495818
2341.255423	1409.335640	633.105335
2339.194279	1409.345334	634.6279559	
2337.133136	1409.355028	633.2114836
2335.071992	1409.364722	640.5694043
2333.010848	1409.374416	633.6377743
2330.949704	1409.384110	635.125828
2328.88856	1409.393804	645.8863433
2326.827416	1409.403498	642.0260197
2324.766272	1409.413192	648.33678
2322.705128	1409.422886	644.7587876
2320.643984	1409.432580	649.5852027
2318.58284	1409.442275	646.2422442
2316.521696	1409.451969	645.4126954
2314.460552	1409.461663	647.0845442
2312.399408	1409.471357	649.2218968
2310.338264	1409.481051	650.0480719
2308.27712	1409.490745	650.531169
2306.215976	1409.500439	655.8484627
2304.154832	1409.510133	655.2720849
2302.093688	1409.519827	652.8579505
2300.032544	1409.529521	657.0125548
2297.9714	1409.539215	665.8530875
2295.910257	1409.548909	661.549679
2293.849113	1409.558604	659.6213613
2291.787969	1409.568298	661.9794972
2289.726825	1409.577992	654.5298158
2287.665681	1409.587686	664.5706305
2285.604537	1409.597380	660.6644142
2283.543393	1409.607074	663.4142491
2281.482249	1409.616768	663.1686005
2279.421105	1409.626462	665.7671393
2277.359961	1409.636156	664.4349252
2275.298817	1409.645850	666.3922512
2273.237673	1409.655544	660.0443465
2271.176529	1409.665238	667.076158
2269.115385	1409.674933	667.5528481
2267.054241	1409.684627	668.5331703
2264.993097	1409.694321	674.2008971
2262.931953	1409.704015	676.5499339
2260.870809	1409.713709	672.3008788
2258.809665	1409.723403	667.7019649
2256.748521	1409.733097	669.2665621
2254.687378	1409.742791	668.594395
2252.626234	1409.752485	670.3699548
2250.56509	1409.762179	670.2576565
2248.503946	1409.771873	672.2418671
2246.442802	1409.781567	672.0097687
2244.381658	1409.791262	676.8363554
2242.320514	1409.800956	676.2365998
2240.25937	1409.810650	670.9638204
2238.198226	1409.820344	681.6268967
2236.137082	1409.830038	667.3321107
2234.075938	1409.839732	674.6182963
2232.014794	1409.849426	669.9724485
2229.95365	1409.859120	674.2414127
2227.892506	1409.868814	681.2574167
2225.831362	1409.878508	673.9258651
2223.770218	1409.888202	680.699719
2221.709074	1409.897896	679.8368511
2219.64793	1409.907591	680.043057
2217.586786	1409.917285	673.1428219
2215.525642	1409.926979	675.9752393
2213.464498	1409.936673	677.3099587
2211.403355	1409.946367	678.395424
2209.342211	1409.956061	676.5854887
2207.281067	1409.965755	673.6481363
2205.219923	1409.975449	674.3733245
2203.158779	1409.985143	676.1513462
2200.000000	1410.000000	678.0000000
2201.097635	1409.994837	679.7276471
2199.036491	1410.004531	680.0696435
2196.975347	1410.014225	680.8616974
2194.914203	1410.023920	675.4746958
2192.853059	1410.033614	674.9027985
2190.791915	1410.043308	669.6868126
2188.730771	1410.053002	680.2536372
2186.669627	1410.062696	682.2480756
2184.608483	1410.072390	650.0774177
2182.547339	1410.082084	675.8346529
2180.486195	1410.091778	674.1618851
2178.425051	1410.101472	677.928591
2176.363907	1410.111166	678.4552432
2174.302763	1410.120860	678.2030621
2172.241619	1410.130554	685.226007
2170.180476	1410.140249	674.2250478
2168.119332	1410.149943	678.5651314
2166.058188	1410.159637	671.2217416
2163.997044	1410.169331	672.0519878
2161.9359	1410.179025	672.9542353
2159.874756	1410.188719	681.6898081
2157.813612	1410.198413	678.8387912
2155.752468	1410.208107	678.8557037
2153.691324	1410.217801	676.3209309
2151.63018	1410.227495	676.881042
2149.569036	1410.237189	672.6852448
2147.507892	1410.246883	675.2887807
2145.446748	1410.256578	677.9831828
2143.385604	1410.266272	674.2398436
2141.32446	1410.275966	672.3999047
2139.263316	1410.285660	670.4451506
2137.202172	1410.295354	671.3314821
2135.141028	1410.305048	668.7223401
2133.079884	1410.314742	671.5262493
