#x (Azimuth offset)  y (Altitude offset)  velocity (not needed) z (temperatur K)
-16	0	2183.2	313
-14	0	2160.7	316.1
-12	0	2202.5	321.1
-10	0	2185	320.3
-8	0	2160.7	316.1
-6	0	2196.9	347
-4	0	2174.9	435.5
-2	0	2216.8	560
0	0	2209.4	660.9
2	0	2249.6	654.5
4	0	2219.3	561.2
6	0	2193.4	429.4
8	0	2183.9	344.2
10	0	2191.1	310.2
12	0	2233.6	315.2
14	0	2172.4	316.9
16	0	2177.4	314.4
